id,price_doc
30655,13559688.0
30656,3990298.75
30657,6645413.5
30658,9875538.0
30659,4715865.0
30660,9003864.0
30661,7237390.0
30662,8621656.0
30663,15612774.0
30664,11623828.0
30665,6340321.0
30666,2947137.5
30667,4342704.5
30668,9180486.0
30669,4575454.0
30670,2352181.0
30671,7356633.5
30672,16928784.0
30673,10849946.0
30674,11967332.0
30675,2055936.5
30676,7149633.5
30677,4570229.5
30678,18699676.0
30679,6084118.0
30680,5300578.0
30681,2629337.5
30682,8862880.0
30683,9985918.0
30684,4837149.5
30685,7029375.0
30686,9953210.0
30687,5293770.5
30688,4584222.5
30689,14615708.0
30690,26238872.0
30691,4735841.5
30692,6269474.5
30693,11806654.0
30694,5763737.0
30695,7367527.5
30696,7273603.0
30697,12479976.0
30698,7842744.0
30699,6009096.0
30700,5149191.5
30701,9875314.0
30702,6360041.5
30703,3903508.0
30704,12439340.0
30705,9636178.0
30706,26741750.0
30707,3838981.75
30708,15257262.0
30709,6053697.5
30710,7028688.5
30711,4542428.5
30712,3841837.5
30713,6365684.5
30714,7228749.0
30715,3851693.5
30716,9985918.0
30717,6734289.0
30718,8573780.0
30719,14194196.0
30720,7238578.0
30721,4470465.0
30722,7107588.0
30723,6114747.0
30724,11922112.0
30725,6918096.5
30726,12086726.0
30727,9897524.0
30728,11650416.0
30729,4043887.0
30730,6089090.5
30731,6482136.0
30732,4963406.5
30733,8803258.0
30734,7241577.0
30735,5499370.5
30736,5742653.0
30737,6979797.5
30738,6162420.5
30739,4661036.5
30740,7127620.0
30741,10968024.0
30742,4622150.0
30743,5335699.5
30744,9607978.0
30745,6623156.5
30746,5764690.5
30747,15397004.0
30748,16458576.0
30749,5482054.5
30750,6800951.5
30751,3264499.5
30752,7538913.5
30753,10369924.0
30754,5826880.5
30755,4795537.0
30756,6457288.0
30757,5348386.5
30758,10241388.0
30759,6609979.5
30760,4359781.5
30761,9282288.0
30762,6951580.5
30763,12586380.0
30764,6269823.5
30765,6094129.0
30766,3733322.75
30767,10213698.0
30768,4612545.0
30769,7396211.0
30770,6324797.0
30771,2966853.5
30772,8671546.0
30773,7700591.5
30774,5509553.5
30775,12103722.0
30776,6198557.0
30777,6430482.5
30778,9822480.0
30779,6647111.5
30780,7860783.5
30781,6987426.0
30782,5352512.5
30783,5655388.0
30784,3558633.25
30785,5590950.0
30786,4206168.0
30787,6023447.0
30788,5973414.5
30789,7696322.0
30790,6837853.5
30791,10599582.0
30792,7317105.5
30793,11572276.0
30794,13698744.0
30795,11449374.0
30796,11626404.0
30797,14761732.0
30798,2747177.75
30799,10521858.0
30800,13554196.0
30801,6209112.0
30802,23356550.0
30803,2587054.5
30804,3735869.5
30805,15338076.0
30806,7291960.5
30807,6029152.0
30808,11509464.0
30809,4948971.0
30810,11138080.0
30811,4669333.5
30812,5585518.5
30813,4688691.5
30814,2761578.25
30815,3910244.25
30816,8696398.0
30817,2056971.25
30818,8022467.0
30819,8764060.0
30820,5139923.5
30821,27135898.0
30822,9092354.0
30823,8083733.5
30824,3391437.5
30825,5207212.5
30826,10460446.0
30827,5506395.5
30828,5714409.0
30829,5685021.0
30830,9114954.0
30831,6503831.5
30832,6054183.0
30833,5129631.0
30834,4163998.25
30835,7698113.5
30836,6643149.0
30837,5177475.0
30838,4683034.0
30839,6126035.0
30840,11223584.0
30841,10432208.0
30842,7345979.0
30843,5624641.5
30844,7279287.0
30845,9677430.0
30846,4464052.0
30847,5871629.5
30848,8621178.0
30849,4581343.0
30850,4104472.5
30851,4855002.5
30852,6918342.0
30853,3915708.0
30854,5943842.0
30855,7327672.0
30856,8711922.0
30857,2359773.5
30858,4425817.0
30859,6087964.0
30860,6157110.0
30861,8176224.5
30862,6802839.0
30863,5517584.5
30864,6391902.5
30865,9742434.0
30866,7030798.0
30867,6218640.0
30868,8419738.0
30869,5696129.0
30870,5512355.5
30871,8654694.0
30872,4779639.0
30873,3831021.75
30874,4892234.5
30875,6267686.0
30876,5275730.5
30877,10147194.0
30878,5541162.0
30879,11547482.0
30880,6235475.0
30881,1973259.375
30882,9951062.0
30883,3581330.5
30884,5646127.0
30885,5166305.0
30886,7467847.5
30887,5635314.5
30888,4231949.5
30889,5451274.5
30890,7149010.0
30891,3613831.0
30892,3733658.5
30893,4449405.0
30894,5696184.0
30895,4322116.0
30896,6215637.0
30897,7902471.5
30898,6806150.5
30899,6293700.5
30900,3490131.25
30901,6657515.0
30902,2099660.0
30903,7098095.5
30904,7617612.0
30905,5704762.5
30906,6261112.0
30907,13022054.0
30908,4253260.5
30909,13283654.0
30910,7186563.0
30911,4114785.0
30912,6455820.5
30913,20688908.0
30914,5934783.0
30915,8465830.0
30916,5485032.5
30917,8632318.0
30918,6666463.0
30919,4663718.0
30920,4974238.0
30921,4200483.0
30922,5873578.0
30923,3416562.75
30924,5270672.5
30925,14742750.0
30926,6461227.0
30927,7862573.5
30928,4573337.0
30929,5279040.0
30930,9946366.0
30931,11070128.0
30932,5170699.5
30933,4474749.5
30934,14041164.0
30935,6753313.0
30936,7200134.5
30937,9152706.0
30938,3694848.75
30939,9744988.0
30940,6590003.5
30941,6188206.0
30942,3676163.0
30943,6514889.0
30944,5068248.5
30945,3723121.5
30946,13401998.0
30947,6839362.0
30948,8571804.0
30949,5676663.5
30950,6124729.5
30951,15667768.0
30952,7497902.0
30953,10744034.0
30954,4755503.5
30955,6572165.0
30956,7767236.5
30957,6066552.5
30958,29187900.0
30959,8459348.0
30960,7576554.5
30961,9736136.0
30962,11377644.0
30963,3787050.0
30964,4547067.5
30965,6840598.0
30966,12684634.0
30967,11904512.0
30968,3871703.0
30969,3638593.5
30970,6169129.0
30971,10744152.0
30972,3736025.75
30973,5364525.0
30974,5137837.5
30975,7654205.0
30976,5337339.5
30977,6971038.5
30978,7847967.5
30979,3628385.0
30980,7362409.5
30981,5835700.0
30982,6534036.5
30983,4069519.0
30984,5733619.0
30985,3625535.25
30986,9915854.0
30987,9418974.0
30988,6242842.0
30989,7656412.0
30990,13147656.0
30991,8429120.0
30992,2887838.75
30993,7733868.5
30994,5124044.0
30995,7170971.0
30996,5777686.5
30997,7331905.5
30998,6696582.5
30999,7615916.0
31000,7996500.0
31001,6308895.5
31002,9578360.0
31003,9786782.0
31004,4207144.0
31005,2936925.75
31006,7218274.0
31007,4560563.0
31008,5310847.0
31009,6489972.5
31010,6606147.5
31011,4187456.0
31012,5805326.0
31013,6884116.0
31014,15216924.0
31015,7680900.5
31016,4126833.75
31017,9702192.0
31018,5351386.0
31019,4635989.0
31020,6899475.0
31021,12216074.0
31022,21261476.0
31023,9930078.0
31024,4939014.0
31025,6356465.0
31026,6514189.0
31027,4573827.0
31028,2930448.0
31029,8298201.5
31030,7217847.0
31031,8985784.0
31032,10259766.0
31033,8681382.0
31034,7435194.5
31035,10176262.0
31036,6564057.0
31037,25189680.0
31038,4395070.5
31039,9693940.0
31040,5611971.5
31041,4308386.0
31042,3239684.0
31043,6767021.0
31044,10148770.0
31045,7078844.5
31046,14181706.0
31047,7573279.5
31048,5953277.5
31049,3858669.5
31050,7735061.5
31051,6106237.0
31052,3801833.0
31053,17948624.0
31054,5934319.0
31055,5245577.5
31056,12214886.0
31057,5274665.5
31058,7013320.0
31059,2816109.25
31060,6942993.5
31061,6531085.0
31062,6332409.5
31063,3669273.0
31064,5122568.0
31065,10107754.0
31066,4293661.5
31067,8397888.0
31068,4187749.5
31069,4753908.5
31070,4677853.0
31071,3479357.75
31072,8584066.0
31073,1973259.375
31074,7339620.0
31075,6601304.0
31076,6995299.5
31077,5724925.0
31078,4246474.5
31079,4856316.0
31080,7198813.5
31081,2907493.25
31082,10868208.0
31083,4954756.0
31084,9651602.0
31085,12110244.0
31086,3777208.75
31087,5142065.0
31088,8106578.0
31089,6840482.0
31090,32176332.0
31091,2955873.5
31092,7016947.0
31093,6340321.0
31094,5951740.0
31095,5223513.5
31096,19853336.0
31097,11535582.0
31098,10003898.0
31099,20846192.0
31100,4961003.0
31101,4215442.0
31102,6121416.0
31103,11563462.0
31104,5754016.5
31105,8994536.0
31106,4675053.5
31107,8134590.0
31108,6578650.5
31109,5193984.0
31110,9064020.0
31111,11022958.0
31112,6232518.5
31113,3510468.5
31114,4647734.5
31115,5525504.5
31116,6396965.0
31117,6160006.5
31118,3893019.75
31119,2879737.5
31120,5232234.5
31121,6165459.5
31122,5943422.0
31123,4759250.5
31124,5301690.5
31125,13100674.0
31126,18141952.0
31127,5086697.0
31128,6189066.5
31129,5383591.0
31130,12200990.0
31131,7666675.5
31132,8849228.0
31133,11061854.0
31134,6367992.5
31135,10844860.0
31136,11101406.0
31137,4694078.0
31138,6966437.0
31139,4315956.5
31140,6672956.5
31141,7803747.0
31142,9786420.0
31143,5351262.5
31144,4145643.0
31145,5855772.0
31146,5766079.5
31147,14339160.0
31148,6360843.0
31149,2037266.875
31150,8411294.0
31151,5001957.0
31152,7873470.5
31153,5195607.0
31154,16469094.0
31155,6518962.0
31156,7278689.0
31157,4149601.0
31158,9327686.0
31159,5931793.5
31160,5026676.5
31161,3708183.25
31162,4708791.5
31163,5802371.0
31164,6027872.5
31165,6189490.5
31166,5407626.0
31167,7898213.0
31168,11153434.0
31169,8516746.0
31170,5806023.0
31171,11935658.0
31172,5120218.5
31173,10266564.0
31174,9820462.0
31175,16864942.0
31176,4906875.5
31177,8466602.0
31178,4244769.5
31179,5156972.5
31180,4213639.5
31181,8633416.0
31182,7376287.5
31183,8151013.0
31184,5526332.5
31185,4201359.0
31186,8500508.0
31187,3486648.75
31188,4729318.0
31189,5132641.0
31190,7401586.5
31191,13096210.0
31192,3774332.5
31193,5714719.5
31194,11149852.0
31195,7165068.5
31196,5271312.5
31197,14603198.0
31198,5765562.0
31199,7173106.5
31200,10302676.0
31201,4000146.0
31202,3679169.5
31203,6236010.5
31204,3586744.0
31205,8559800.0
31206,5865396.0
31207,4376945.5
31208,4900410.0
31209,4285104.5
31210,6306139.0
31211,7594520.5
31212,4911036.5
31213,10772454.0
31214,7189183.0
31215,4779639.0
31216,5649740.0
31217,7028744.5
31218,8535776.0
31219,3595653.0
31220,7243977.5
31221,4018042.25
31222,6729056.0
31223,9809968.0
31224,7076147.5
31225,11787532.0
31226,5894973.5
31227,9147292.0
31228,9836262.0
31229,4128375.75
31230,5733835.0
31231,3995555.0
31232,7596953.5
31233,6906910.5
31234,5600120.5
31235,5304866.0
31236,6364583.0
31237,11206038.0
31238,7176227.5
31239,12726686.0
31240,6756732.5
31241,6446924.5
31242,7008868.0
31243,3781541.5
31244,7044760.5
31245,8218006.0
31246,10485080.0
31247,5467012.5
31248,7161595.0
31249,9640618.0
31250,5539223.0
31251,7014727.5
31252,6208704.5
31253,8812192.0
31254,5616996.5
31255,12066530.0
31256,6529003.0
31257,4698480.5
31258,8586464.0
31259,10930160.0
31260,7451777.0
31261,24702630.0
31262,5704762.5
31263,6060696.0
31264,3805379.75
31265,11097508.0
31266,7622029.5
31267,4010011.25
31268,4357838.0
31269,8050159.5
31270,4262577.5
31271,5537099.0
31272,16865446.0
31273,7510316.5
31274,5808738.0
31275,7097837.0
31276,5528567.0
31277,5513143.5
31278,14349880.0
31279,14280970.0
31280,6999356.0
31281,6970687.5
31282,12147844.0
31283,6358745.5
31284,3951571.75
31285,5321134.0
31286,7546264.0
31287,9920880.0
31288,4531580.0
31289,9423832.0
31290,6272815.0
31291,6479024.5
31292,3832396.5
31293,6990866.0
31294,4008961.75
31295,18044708.0
31296,9631418.0
31297,9806632.0
31298,3589273.0
31299,9782296.0
31300,6936459.5
31301,6361650.0
31302,5032128.5
31303,8261244.0
31304,6752440.0
31305,8420818.0
31306,3190153.25
31307,6201971.0
31308,7910146.5
31309,8863570.0
31310,60507644.0
31311,5351408.0
31312,5628140.5
31313,12506552.0
31314,7004216.5
31315,9835166.0
31316,11539998.0
31317,18970902.0
31318,8771164.0
31319,7100848.5
31320,6088420.0
31321,7125150.5
31322,5984237.0
31323,8087017.0
31324,6716096.0
31325,6061515.5
31326,5230280.0
31327,7685296.0
31328,13484474.0
31329,5277803.5
31330,11617648.0
31331,8698888.0
31332,5749981.0
31333,5260741.5
31334,4217250.0
31335,8149592.5
31336,8158380.5
31337,7757201.5
31338,4075707.0
31339,4564846.0
31340,6906623.0
31341,9688090.0
31342,4882451.0
31343,3489405.75
31344,4064914.75
31345,5009249.5
31346,3754749.5
31347,8231306.5
31348,11438622.0
31349,12003112.0
31350,3461683.5
31351,5714726.5
31352,9406208.0
31353,5037429.5
31354,7626885.0
31355,9605152.0
31356,4467578.5
31357,5224812.5
31358,2675254.5
31359,6502882.0
31360,9795686.0
31361,4969296.0
31362,10058318.0
31363,5142577.0
31364,3968876.75
31365,3880368.75
31366,7057387.0
31367,9764140.0
31368,6746952.5
31369,4398216.5
31370,9965558.0
31371,8424264.0
31372,6659696.5
31373,5019631.5
31374,6325402.0
31375,5647503.0
31376,7173106.5
31377,9478352.0
31378,5582788.0
31379,29327012.0
31380,4676153.5
31381,7598367.0
31382,5546370.5
31383,7578863.0
31384,27080470.0
31385,12634898.0
31386,9497974.0
31387,10770482.0
31388,5175521.5
31389,4279616.0
31390,7181172.0
31391,5083997.5
31392,9010634.0
31393,8502148.0
31394,5359473.5
31395,3978063.75
31396,9002528.0
31397,6798961.5
31398,1875446.25
31399,11527378.0
31400,3886787.25
31401,10789990.0
31402,10303606.0
31403,5176224.0
31404,5089451.0
31405,4126613.0
31406,5948215.0
31407,3548644.0
31408,6023447.0
31409,3736847.0
31410,11694532.0
31411,7873900.5
31412,10578178.0
31413,7517456.5
31414,4557063.0
31415,14713964.0
31416,6254708.5
31417,4958828.5
31418,7897730.0
31419,10485628.0
31420,9946176.0
31421,7598162.0
31422,6594230.0
31423,7208911.5
31424,13145896.0
31425,6033192.0
31426,4769543.0
31427,7021170.0
31428,7145202.0
31429,13366986.0
31430,4646297.5
31431,5354321.5
31432,4960170.0
31433,6129892.5
31434,4077797.75
31435,11150928.0
31436,8812000.0
31437,12257456.0
31438,8735412.0
31439,9874490.0
31440,7045199.5
31441,6626380.5
31442,7841506.0
31443,10566016.0
31444,6029213.5
31445,9944604.0
31446,13180824.0
31447,6403243.0
31448,8045999.0
31449,8470776.0
31450,6356866.5
31451,8075155.0
31452,11791212.0
31453,2762374.0
31454,5780309.0
31455,7800407.0
31456,5122568.0
31457,5311748.5
31458,15833538.0
31459,7809276.0
31460,5131326.0
31461,4683638.5
31462,3668661.0
31463,5294785.5
31464,8058351.5
31465,5472458.0
31466,49860564.0
31467,3594151.25
31468,14856186.0
31469,5278946.0
31470,5441082.0
31471,12995356.0
31472,2730428.5
31473,7379015.5
31474,4410602.5
31475,7110659.0
31476,21352420.0
31477,6846331.5
31478,5211433.0
31479,6081344.0
31480,9868320.0
31481,8561958.0
31482,10445940.0
31483,9258916.0
31484,6642549.0
31485,3587949.75
31486,2905335.25
31487,4790984.5
31488,14011174.0
31489,7559806.0
31490,4164857.25
31491,6043276.5
31492,8319376.5
31493,9634440.0
31494,5058121.0
31495,5470382.5
31496,8227660.5
31497,4486894.5
31498,5860130.5
31499,11728458.0
31500,10298096.0
31501,9121478.0
31502,9218568.0
31503,5550936.5
31504,10434344.0
31505,18252876.0
31506,7583623.0
31507,6612696.5
31508,6304503.5
31509,5682741.5
31510,5360904.0
31511,5342469.0
31512,6089709.0
31513,22060704.0
31514,24487484.0
31515,2535163.25
31516,16531824.0
31517,6141053.5
31518,7916829.0
31519,6261236.5
31520,6637090.0
31521,4496033.0
31522,4531580.0
31523,6475099.5
31524,8686906.0
31525,11367416.0
31526,5663874.0
31527,6978319.5
31528,4584788.0
31529,5828695.0
31530,6427116.5
31531,8718170.0
31532,5704762.5
31533,13379986.0
31534,7625309.5
31535,9898326.0
31536,7761633.5
31537,4205031.5
31538,4679293.5
31539,3784188.0
31540,9624400.0
31541,2897696.5
31542,5783511.0
31543,3747118.75
31544,4995743.0
31545,7441318.0
31546,12400512.0
31547,5808872.5
31548,5765538.0
31549,5511328.5
31550,5049669.5
31551,5492240.5
31552,7427636.5
31553,6005909.0
31554,7942420.0
31555,3705550.75
31556,7000952.5
31557,5812367.5
31558,9920880.0
31559,2811709.5
31560,7342193.0
31561,7060050.0
31562,41444184.0
31563,3851842.25
31564,9042832.0
31565,9007328.0
31566,5850094.0
31567,17204070.0
31568,6006803.0
31569,6753313.0
31570,7169355.5
31571,6754188.5
31572,3450294.25
31573,5736459.5
31574,11242016.0
31575,5504092.0
31576,7149024.5
31577,4992871.5
31578,8063379.0
31579,5393323.0
31580,7415638.0
31581,5545923.5
31582,5822958.5
31583,8354012.0
31584,4369272.0
31585,7095821.0
31586,12266220.0
31587,14156548.0
31588,9218060.0
31589,3453505.5
31590,5755875.5
31591,6411330.5
31592,7604204.5
31593,7665191.5
31594,7526541.5
31595,5527333.0
31596,3631876.0
31597,5733862.5
31598,3567502.0
31599,6430594.0
31600,7346816.0
31601,14795776.0
31602,5476525.0
31603,16427958.0
31604,3970303.0
31605,5131326.0
31606,6165473.0
31607,7313039.5
31608,5405985.0
31609,5354488.0
31610,7247902.5
31611,5553263.5
31612,5551394.0
31613,4674741.0
31614,13983608.0
31615,9933224.0
31616,11220530.0
31617,4554244.0
31618,6946763.0
31619,9863262.0
31620,4512508.5
31621,5074333.5
31622,34249584.0
31623,10781154.0
31624,4626214.0
31625,9736344.0
31626,5535804.0
31627,7826097.0
31628,11386144.0
31629,9588934.0
31630,3835919.0
31631,5993192.5
31632,17632186.0
31633,5209294.0
31634,8683260.0
31635,12816438.0
31636,5939411.0
31637,5179696.0
31638,7647879.0
31639,3727279.75
31640,10717742.0
31641,3928933.0
31642,3183926.0
31643,5725372.5
31644,10445216.0
31645,5588746.0
31646,8915492.0
31647,5476505.0
31648,11746760.0
31649,5896163.0
31650,6520981.0
31651,12928910.0
31652,5688191.0
31653,5472239.5
31654,5798605.0
31655,4092827.75
31656,23191980.0
31657,6806718.0
31658,4596244.5
31659,7470366.0
31660,5514610.5
31661,5290445.5
31662,6756729.5
31663,3878438.25
31664,3896888.25
31665,4216899.0
31666,5191826.5
31667,8202708.0
31668,9922034.0
31669,12361650.0
31670,6597752.0
31671,5641949.0
31672,8551792.0
31673,7886485.0
31674,8998892.0
31675,7537326.0
31676,7106401.5
31677,4706741.5
31678,4797642.0
31679,8856564.0
31680,6956542.0
31681,6190008.0
31682,3907129.0
31683,7100848.5
31684,4922048.0
31685,3670145.25
31686,10521488.0
31687,10255418.0
31688,11220394.0
31689,3767091.5
31690,7042671.5
31691,3859418.75
31692,4622082.0
31693,6304059.0
31694,7322024.0
31695,6954122.5
31696,3532857.25
31697,4999744.0
31698,3498623.5
31699,5358946.5
31700,5165897.5
31701,9067838.0
31702,5985797.0
31703,9278284.0
31704,6062238.0
31705,9464876.0
31706,5442885.0
31707,11664800.0
31708,8518540.0
31709,5180851.0
31710,10980416.0
31711,7540835.0
31712,7746647.0
31713,5461478.5
31714,5035571.5
31715,5383927.5
31716,5740760.0
31717,10887860.0
31718,4941019.5
31719,7639615.0
31720,4820993.5
31721,3980074.75
31722,5933991.5
31723,5566997.5
31724,6193259.0
31725,5292384.0
31726,12948918.0
31727,5627463.5
31728,4713485.0
31729,7183786.5
31730,3680267.25
31731,7147239.0
31732,8210160.5
31733,3620265.25
31734,4589946.0
31735,2953024.25
31736,6265557.0
31737,4937113.0
31738,5316067.5
31739,6274011.0
31740,7544572.0
31741,9449734.0
31742,12528800.0
31743,7306189.0
31744,4650135.0
31745,3849042.25
31746,9563000.0
31747,5240905.0
31748,17156392.0
31749,5303505.0
31750,9826974.0
31751,8063386.5
31752,4127360.5
31753,3813175.75
31754,7228904.5
31755,10808566.0
31756,2084102.375
31757,5943879.0
31758,5626960.5
31759,6053851.0
31760,5883146.0
31761,19634508.0
31762,2718152.75
31763,11402006.0
31764,5238061.5
31765,3865920.75
31766,8622128.0
31767,3615732.75
31768,6728468.0
31769,10020380.0
31770,3716760.25
31771,4151011.5
31772,8091777.0
31773,5774235.0
31774,6652290.5
31775,11943496.0
31776,2173347.75
31777,4308988.0
31778,10673678.0
31779,8429692.0
31780,6956105.5
31781,7315176.5
31782,5232582.0
31783,3685104.75
31784,5884168.5
31785,6367401.0
31786,4749194.5
31787,7122144.0
31788,5417353.0
31789,5949463.5
31790,4253929.0
31791,9391778.0
31792,6899475.0
31793,8059221.0
31794,6791018.5
31795,6003104.5
31796,5004218.0
31797,14210348.0
31798,7559536.5
31799,4514588.0
31800,5566881.0
31801,3455172.0
31802,6722645.5
31803,7602265.0
31804,5107876.5
31805,3872786.75
31806,6958253.5
31807,6804250.5
31808,8430952.0
31809,7404551.0
31810,3940800.5
31811,7160304.0
31812,6113657.5
31813,6150802.0
31814,5678368.5
31815,5977799.0
31816,5111432.0
31817,3446993.25
31818,6345469.0
31819,6038887.0
31820,10747038.0
31821,13114262.0
31822,5315821.0
31823,4718523.0
31824,3748219.0
31825,4954960.5
31826,6011444.0
31827,7716216.0
31828,5695054.5
31829,8345209.5
31830,6832110.0
31831,3408743.0
31832,11902452.0
31833,11056704.0
31834,6495784.5
31835,4462325.0
31836,7656148.5
31837,3444016.0
31838,8124724.5
31839,4757286.5
31840,10297820.0
31841,5015488.5
31842,6895508.0
31843,3669273.0
31844,6073511.5
31845,8850218.0
31846,4749194.5
31847,5088973.5
31848,5935078.5
31849,8598432.0
31850,7004216.5
31851,12049870.0
31852,7345919.0
31853,9624400.0
31854,6446924.5
31855,4591755.5
31856,5925917.5
31857,9310100.0
31858,10454166.0
31859,34584044.0
31860,6972478.5
31861,13350346.0
31862,6953361.5
31863,10169468.0
31864,3302082.0
31865,4719316.0
31866,3211088.5
31867,8003288.5
31868,5184561.0
31869,10923642.0
31870,3438581.25
31871,4740296.5
31872,10838820.0
31873,6485669.5
31874,5025505.0
31875,5763056.0
31876,5110577.5
31877,21656744.0
31878,3219210.75
31879,8351163.0
31880,10185478.0
31881,4962200.0
31882,15650178.0
31883,4919114.0
31884,5241707.5
31885,5661586.0
31886,8274602.0
31887,9636058.0
31888,4293981.0
31889,11971926.0
31890,4831965.0
31891,3299634.5
31892,4007810.75
31893,17379340.0
31894,7493932.0
31895,3833936.75
31896,3936992.5
31897,3469470.75
31898,4375586.0
31899,4011089.5
31900,5727615.0
31901,6931546.0
31902,6988022.5
31903,5435317.5
31904,4299475.5
31905,7023016.5
31906,4597131.5
31907,3793742.5
31908,3794043.5
31909,7437387.5
31910,4386982.5
31911,4052670.0
31912,6327834.5
31913,6932765.0
31914,6498348.0
31915,7328704.5
31916,4303044.5
31917,5144136.5
31918,4638709.0
31919,6719486.0
31920,3848621.75
31921,4570324.5
31922,5996159.0
31923,8521918.0
31924,11281340.0
31925,6326957.0
31926,8703170.0
31927,11228934.0
31928,6969886.5
31929,15236964.0
31930,7719481.5
31931,6111768.0
31932,8299141.0
31933,7044565.0
31934,5754959.5
31935,5107049.5
31936,3954555.0
31937,6249571.5
31938,5455227.5
31939,5518902.0
31940,7472267.5
31941,30946394.0
31942,5659566.5
31943,8175779.0
31944,4414354.0
31945,5820880.5
31946,10613524.0
31947,8052357.0
31948,6299592.0
31949,9821192.0
31950,12721950.0
31951,5762609.5
31952,5835588.5
31953,3860742.5
31954,10451204.0
31955,5169193.5
31956,8569910.0
31957,4395201.5
31958,4381805.0
31959,12349012.0
31960,6494558.5
31961,7974137.0
31962,4931704.0
31963,7438956.0
31964,5136543.0
31965,6144814.5
31966,12190588.0
31967,12422542.0
31968,6793784.5
31969,22767302.0
31970,5548623.5
31971,4018407.25
31972,5227024.5
31973,4813872.5
31974,7154692.0
31975,4164917.75
31976,4205979.5
31977,9290462.0
31978,5230737.5
31979,4843363.5
31980,5093524.5
31981,6292441.0
31982,9507482.0
31983,11363896.0
31984,7473140.5
31985,4902323.5
31986,4204904.0
31987,6289146.5
31988,7676322.0
31989,13175052.0
31990,3527818.75
31991,9905144.0
31992,4919603.0
31993,9428716.0
31994,6976284.0
31995,7440865.5
31996,11481606.0
31997,5441829.0
31998,3945604.25
31999,5493488.0
32000,6179978.0
32001,62832104.0
32002,22099368.0
32003,9987388.0
32004,7001666.0
32005,4860518.5
32006,15473744.0
32007,9878132.0
32008,6564267.5
32009,3914959.75
32010,7590776.5
32011,5130924.0
32012,1961024.125
32013,5354321.5
32014,5705169.5
32015,7734365.5
32016,6700528.0
32017,10235190.0
32018,7028678.0
32019,5864271.0
32020,5375303.0
32021,8109986.0
32022,5212982.5
32023,4018116.5
32024,6038887.0
32025,5930533.5
32026,4747718.5
32027,7536058.5
